Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,,496.3664537,468.0240177,345.6771837,293.1731154,236.0452889,212.9067853,178.0711659,155.2766173,219.5706981,178.2974897,139.1091416,171.812885,190.6049112,237.8931931,311.4241128,339.7680768,407.2526117,523.9476512,711.5036299,671.5440088,744.1898922,841.2198704,962.4391249,1048.666906,1113.366354
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,842.161986,869.5582446,850.424515,824.4621526,796.4158445,625.347602,592.6987853,557.510449,565.0576697,592.8360328,550.7870249,645.2771015,776.5722304,969.9700335,1286.014261,1455.93605,1706.956726,2140.455472,2606.741976,3918.934927,4059.961511,4479.012354,5724.537102,6797.721166,7480.321678,8193.720297
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,2219.462983,2546.650588,3118.015334,2879.246761,3274.911368,3697.473992,3875.137022,4119.234952,4440.856863,4389.726119,3871.58228,4220.031471,4029.934848,3529.949811,3583.038109,4101.482983,4932.259845,5726.330898,6702.219237,7732.244158,7153.14329,8828.794918,9941.684759,9903.080602,10031.20844,9867.966969
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,1201.957854,1206.978728,1348.355067,1534.194352,1544.047585,1536.297702,1594.709007,1623.238665,1652.194939,1577.867529,1750.320379,1971.74046,2286.862314,2613.128379,3178.298385,3861.603563,3648.415144,4126.668664,4686.673572,4994.251742,4758.92913,4395.550769
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,434.37974,522.0315806,496.1797512,487.3949761,484.088449,501.4292265,464.8351692,551.7205984,673.3745379,780.2611109,875.8365693,1015.715928,1127.108215,1117.731251,1131.230851
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,1120.091581,1193.49905,1387.152076,1436.437373,1449.670104,2025.292576,2112.307083,2283.190572,2197.906519,1946.490992,1998.701222,1926.732502,1697.004072,1836.290404,2089.217043,2357.146474,2565.385799,2837.075472,2932.962758,3307.282393,3106.902376,3557.737184,4226.692747,4364.309244,4117.310983,4114.052115
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,345.2813586,363.6563371,316.1844276,328.6336395,318.5618714,354.0827814,385.3539007,413.2559803,425.1462802,422.8353817,444.7206108,453.9946411,457.6179244,472.78124,542.7072816,618.8082142,697.5542343,785.0117451,979.1317445,981.3447022,1063.158541,1285.524399,1370.95494,1370.206524,1391.298216,1501.07409
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,619.2130889,603.347845,610.397397,586.5026868,549.4693528,524.5371403,577.714298,581.7878239,585.8593925,538.0754248,527.9289033,550.6391846,499.0680633,521.0194427,648.1212743,784.863845,898.4438454,1020.569792,1154.212368,1281.491378,1191.435461,1551.17433,1700.665152,1729.392554,1770.216179,1800.633038
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,3562.104294,4147.625345,4230.586345,4297.631507,3681.549573,3956.764418,4246.382404,4577.000891,4551.325464,4786.917787,5383.526888,6430.967549,6935.705098,7049.610061,8804.518666,10290.51914,12323.13656,14095.99582,16530.18044,21188.11857,14508.81374,15840.44269,18287.39079,18322.3238,20217.03228,21317.44927
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1269.286441,1507.231456,1571.828353,1825.379132,1704.223758,1779.307673,2012.936266,2154.986939,2251.3929,2336.083943,2426.388363,2247.912995,2286.50046,2373.836478,2790.004368,3139.537202,3217.968646,3394.42898,3805.152937,4342.823177,4162.509669,4176.59159,4291.876043,4179.464344,4248.891276,4328.904197
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2019.036668,2790.580487,2732.274223,2839.202845,3177.179077,2268.581235,2896.090604,3052.498119,3143.264599,4389.724574,4009.133896,4215.162413,3053.865108,3570.546263,4586.811203,5855.53866,7117.233241,7727.272405,9309.509478,10382.31816,8623.949627,10111.5177,10538.43512,10539.37034,10800.35798,10303.8988
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,,980.0917635,1034.174924,1070.26295,1052.80115,1184.938715,1194.936547,1331.51988,1366.002794,1366.76728,1460.070362,1458.94942,1393.332791,1621.333583,1901.033476,2232.602517,2252.892886,2353.356088,2768.370957,3094.628092,2763.160305,3238.375763,3993.500254,4044.19378,3880.190879,3826.903311
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,184.3194155,172.0542158,193.795559,173.9920837,155.7450589,159.8575008,180.8117083,217.4827594,250.7355217,297.5122398,301.2004871,308.4062816,306.2399924,310.2072765,325.5507737,348.0523713,446.157894,475.9087651,533.1723967,657.7287434,665.3440029,708.5219323,740.3839008,827.5288808,909.3301412,954.618988
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,314.0340383,247.6017114,184.8133287,153.8623001,167.9265898,201.6258306,281.9687578,287.2701338,289.1826002,294.7965827,260.5085667,260.6844737,238.0510659,243.6746249,241.6948011,292.843015,321.4357614,342.837264,409.870326,459.1097759,557.5235956,608.8130239,591.4386238,656.3980727,674.3416418,714.5673565
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,1597.534644,1569.739433,1489.689635,1417.868805,1258.136333,1011.98643,935.9852577,872.7091664,991.2301315,835.2603274,635.7727285,635.7128467,780.7380243,879.4750486,1048.522488,1367.352433,1828.717626,2303.018831,3068.608998,3891.037823,2545.480341,2973.996481,3569.757027,3855.42128,3986.282966,3065.164223
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1149.513833,1296.218181,1414.89734,1358.501251,1457.300559,1568.66203,1728.363901,1859.313514,1959.547963,1911.294555,1791.188665,1953.909068,1959.507259,1948.590187,2175.403637,2591.597861,3097.694685,3659.290185,4521.012069,5493.199697,5241.698053,6307.44311,7494.632128,7937.979458,8366.827883,8494.654019
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2731.949646,2989.993095,3577.841449,4082.028507,4720.380786,5458.091567,5984.129623,6316.285931,7327.948768,7711.085939,7247.398162,6871.903885,6281.373271,4088.772541,3622.052284,4117.308853,5220.957396,5877.879608,7009.67816,9062.290535,9415.153583,11938.27505,14166.55767,15092.47206,16881.384,16737.9731
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,22922.43709,23954.47935,24405.16481,25492.95165,26464.85251,27776.63553,28782.17502,30068.23092,31572.69023,32949.19776,34620.9289,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48374.08679,49781.80066,51433.04709,52660.2951,54398.46001
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,,651.4192097,652.8074753,603.3520153,596.9835856,576.4471105,585.9323642,600.5981578,623.0026524,623.2161328,702.4807441,558.221144,456.7034892,383.3494997,396.129969,465.1198869,546.7768502,642.9604146,830.4076942,1023.119641,1181.84736,1377.08214,1544.827773,1719.036196,1877.964512,2052.586781
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2005.444441,2235.76868,2363.67003,2573.625347,2648.619433,2676.788664,2922.702886,3067.133956,3220.062777,3461.911287,3621.827679,3672.669305,3982.260882,4270.766939,4446.594462,4808.038753,5064.218215,5608.204138,5973.792278,6370.437886,6177.497428,6231.713226,6183.676822,6337.769959,6591.566449,6672.810537
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2173.598837,2367.717524,2544.448876,2811.146422,2732.673612,2601.850407,3375.089125,3013.729081,3714.617216,3875.904843,4078.287002,4785.153059,4928.17304,3657.193748,3233.956106,4273.365372,5435.87226,6740.236779,8325.216583,11224.6467,11534.8406,13581.35338,10754.59288,12771.59504,12265.03114,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,13047.57313,15050.54714,15945.49982,16752.27713,18728.24343,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,97.15788506,98.031869,142.9658899,144.1486586,189.2605161,229.9548051,288.0202779,337.0500628,361.2544883,360.600798,374.4764201,433.3337077,448.8822798,477.1058763,530.8618494,606.9043783,699.499779,796.6715738,919.2092656,1164.612525,1232.369671,1333.583526,1542.670436,1754.547974,1907.564382,2052.319084
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,1011.411604,1080.230278,1252.627923,1263.463399,1176.870452,1335.251667,1390.321423,1427.094173,1462.196417,1472.990177,1477.833673,1469.888862,1362.616128,1353.927839,1580.510668,1787.938265,1886.38831,2047.088285,2393.334621,2698.02124,2643.475785,2965.75223,3275.023982,3158.420974,3167.055303,3147.96486
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1337.565724,1455.187875,1441.4617,1575.5634,1855.45702,1963.201519,2338.719877,2663.537025,2787.169738,2992.200995,2960.778004
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,3862.948136,4270.843149,4450.456259,4652.963731,4659.93947,4928.953394,5373.253203,5411.500284,5320.69966,5227.478782,5349.369045,5448.711504,5348.030584,5485.179177,6083.795524,6766.638973,7233.87996,7740.332469,8619.573849,9334.859486,8740.486455,9476.457843,10392.33149,10490.70245,10641.24982,10754.83804
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,758.5669867,772.211776,765.4958794,799.0858219,796.1610062,1309.931549,1321.511368,1459.100929,1657.900772,1557.885773,1489.622156,1540.65373,1555.465191,1631.324643,1907.048405,2350.862872,2587.524,2793.54312,3130.352598,3375.82164,3173.54224,3530.573994,4065.95592,4257.305729,4179.597681,4172.2171
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,,472.1348689,471.7410829,488.0066834,384.8741898,284.7898668,278.9694561,365.3790813,418.2947354,375.8315034,441.5692834,541.5129915,538.2873198,567.8219633,607.9158043,696.0549607,817.0824167,904.6056001,1181.215176,1361.717209,1239.837119,1310.053839,1282.398832,1289.034078,1408.146193,
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,3621.49758,3182.23967,3345.827626,3557.128685,3584.099342,3650.486114,3973.932383,3690.178479,3728.333992,3288.203765,3183.149769,3099.131614,2705.780204,2540.971222,3807.115746,4901.121316,5453.192814,5668.386771,6161.217951,5817.27839,5916.254357,7392.868752,8081.417175,7590.028438,6881.794742,6472.101027
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,0,0,265.0962975,217.7477196,272.3202897,143.1361591,133.8679371,132.9193074,136.698547,136.1663963,100.6932432,397.264871,150.4213805,171.2340121,169.9085913,189.5887135,213.310459,246.8028136,273.4864797,310.7310244,286.0481803,311.247896,350.2706542,390.7066035,413.6957984,437.8149312
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,504.3124656,403.8222344,404.1057755,370.9836319,372.2100465,405.4729309,411.4179514,378.5613534,440.7410532,352.555092,330.217248,340.1613797,376.9810576,376.4680395,429.0072779,530.5535841,691.8094586,1030.31536,1103.486577,1365.721205,1134.772998,1456.126526,1635.547304,1724.743564,1839.522481,1725.974549
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,813.583737,837.7690557,802.8851432,612.6720133,583.1125397,600.4000067,608.6782436,720.1034311,707.2696544,523.6037695,554.2268118,535.1974215,537.7174828,499.716415,448.3731927,451.1715886,443.240136,414.6801151,397.9568723,327.1990837,594.4959685,674.2686954,768.5564093,850.8276966,905.5003218,931.1981847
