"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"The Post of Zambia (Lusaka) February 15, 1996 by A Staff Reporter","","","Zambia Israeli Firm's 'Deal" Invalid","827 words"," Africa News","","",
"The World Bank (Washington) February 14, 1996","","","Africa-at-Large World Bank Appoints Two Vice Presidents For Africa","680 words"," Africa News","","",
"The Post of Zambia (Lusaka) February 14, 1996 by Staff Reporters","","","Zambia Editors' Bail Hearing Adjourned","427 words"," Africa News","","",
"The Post of Zambia (Lusaka) February 14, 1996 by Joe Kaunda","","","Business Zambian Finance Minister Welcomes Capital Fund","387 words"," Africa News","","",
"The Post of Zambia (Lusaka) February 14, 1996 by Staff Reporters","","","Zambia Kaunda Immunity Divides Party","334 words"," Africa News","","",
"The Post of Zambia (Lusaka) February 14,1996 by Joe Kaunda","","","Business Zambian Copper Firm Increases Production","240 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Julian Drew","","","Africa-at-Large South Africa's Olympic Team Hots Up For Atlanta","1360 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Vic Marks","","","Africa-at-Large Cricket: Twelve Contenders In Troubled Cup","2094 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Jacquie Golding-Duffy","","","Business South African Battle 0ver Business News","1654 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Karen Harverson","","","Mozambique Maputo Bows To Tourism Over Pulp And Paper","1027 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Simon Segal","","","South Africa Public Service Restructures Amid Hopes And Fears","974 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Madeleine Wackernagel","","","Business Reserve Bank Governor In The Grooming?","427 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Neville Dubow","","","d Arts, Culture and Entertainment In Place Of Fallen Icons","1894 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 199 by Hazel Friedman","","","Arts, Culture and Entertainment TV: Unshackling the Zanzibaris","974 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Saliem Fakir and Eddie Koch","","","Science, Medicine and Technology What Ostriches Can Teach Us","1467 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Eddie Koch","","","Science, Medicine and Technology Returning Humanity To Dry Bones","787 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Pippa Skotnes","","","Science, Medicine and Technology An Obsession For Khoisan Genitalia","1280 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 199 by Mark Gevisser","","","South Africa SA's Most Powerful Media Boss","2200 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Vuyo Mvoko","","","South Africa Election Losers Line Up Against ANC","547 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Vuyo Mvoko","","","South Africa Black Nats Try To Fill The Vacuum","1160 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Gaye Davis","","","South Africa Mandela Calls MPs To Order Over Language","734 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Marion Edmunds","","","South Africa Nats Seek New Path To Opposition","707 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Gaye Davis","","","South Africa Call For Probe Into Cross-border Raids","494 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Stefaans Brummer","","","Rwanda and South Africa Arms Embarrassment At UN Security Council","894 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by David Beresford","","","South Africa Justice Minister Wants To Dilute Human Rights","547 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Gaye Davis","","","South Africa Assembly Speaker Irks MPs","1240 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 16, 1996 by Jacko Maree (Column)","","","South Africa Who'll Get Amnesty, And Who Won't?","1294 words"," Africa News","","",
"All Africa Press Service February 16, 1996","","","Africa-at-Large Religious Freedom Media Network To Close Down","440 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Sierra Leone National Conference Wants Elections As Scheduled","374 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Zimbabwe Complaints About President's Foreign Trips","654 words"," Africa News","","",
"All Africa Press Service February 16, 1996","","","Africa-at-Large Meeting Calls for Emphasis on Causes of Conflict","454 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Africa-at-Large Pope Sends Greetings To Muslims Worldwide","654 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Africa-at-Large Media Institute Pleads for Journalists","427 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Uganda Chaka Mchaka Courses: Indoctrination or Civic Education?","454 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Uganda Trouble-Torn Diocese Gets New Catholic Bishop","454 words"," Africa News","","",
"All Africa Press Service February 15, 1996","","","Ethiopia Israel Make Minor Changes To Blood Bank Policies","600 words"," Africa News","","",
"All Africa Press Service February 16, 1996 by Wafula John","","","Science, Medicine and Technology Research on Female Condom Adoption Continues","1334 words"," Africa News","","",
"All Africa Press Service February 16, 1996 by Janes Macharia","","","Kenya Shaky Agreement Ends Media-Government Row","2054 words"," Africa News","","",
"All Africa Press Service February 16, 1996 by Sam Gonza","","","Rwanda More Upheavals For Refugees","1454 words"," Africa News","","",
"Offshore Magazine February 16, 1996","","","Business Offshore Oil Conference Planned for Libreville","414 words"," Africa News","","",
"South African Department of Foreign Affairs February 14, 1996","","","South Africa and Nigeria Envoy Returns to Post","894 words"," Africa News","","",
"World Health Organization February 16, 1996","","","Science, Medicine and Technology Team Investigates Suspected Ebola Outbreak in Gabon","467 words"," Africa News","","",
"All Africa Press Service February 12, 1996 by Alex Bagenda","","","Africa-at-Large Uganda Latest Nation to Attack Corruption","1827 words"," Africa News","","",
"All Africa Press Service February 12, 1996 by B. Agona and G. Mwangi","","","Africa-at-Large Rural African Women Look To Church For Assistance","1240 words"," Africa News","","",
"All Africa Press Service February 12, 1996 by Sam Gonza","","","Africa-at-Large Tribute To Slain African Priests","1214 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Niger New Military Regime Names All-Civilian Cabinet","560 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Benin Bishops Fear Violence In Polls","360 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Guinea Army Rebellion Leaves 50 Dead","840 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Sierra Leone Rebels Call Off Ceasefire Ahead Of Elections","640 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Kenya New Catholic Diocese Created","520 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Uganda Group To Lobby For Rights Of "Second Wives"","507 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Sudan Political Parties In Southern Sudan Discuss Unity","374 words"," Africa News","","",
"All Africa Press Service February 12, 1996","","","Africa-at-Large Anglicans Join Campaign For Gay-Lesbian Tolerance","680 words"," Africa News","","",
"Post of Zambia February 12, 1996 by Staff Reporters","","","Zambia Computer Firm Sued For Contract Breach","454 words"," Africa News","","",
"Post of Zambia February 12, 1996 by Mukalya Nampito","","","Zambia Police Deny Post Search Story","400 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Jeff Kapambwe","","","Arts, Music and Culture Piracy Prompts Boycott Threat by Two Bands","354 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Joe Kaunda","","","Arts, Music and Culture Maluma Hits The Ausie Top Chart","214 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Staff Reporter","","","Zambia President Instructs Cops to Arrest Post Editors","360 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Sipo Kapumba","","","Zambia Independence To Be Sought For Auditor General","360 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Rueben Phiri","","","Zambia Ruling MMD Has 'Secret' Vote Centres","627 words"," Africa News","","",
"Post of Zambia February 2, 1996 by Kunda Mwila, Reuben Phiri and Mukalya Nampito","","","Zambia Minister Harangued for Attacking Judges","627 words"," Africa News","","",
"United Nations February 7, 1996","","","Western Sahara Security Council Extends Mission Until 31 May","1840 words"," Africa News","","",
"United Nations February 7, 1996","","","Liberia Report to the UN Security Council","760 words"," Africa News","","",
"Greenpeace February 1, 1996","","","Nigeria Statement by Dr. Owens Wiwa","2560 words"," Africa News","","",
"Africa News Service February 5, 1996","","","Lawyer Who Represented Saro-Wiwa Detained, Then Released","334 words"," Africa News","","",
"All Africa Press Service February 5, 1996 by Sam Gonza","","","Ethiopia Israeli Premier Defuses Row Over "Ethiopian Blood"","1147 words"," Africa News","","",
"All Africa Press Service February 5, 1996 by Wafula John","","","Kenya Poor With No Collateral -- But Able to Repay Loans","1120 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Somalia Extremists Tighten Grip as Fighting Spreads","1587 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Sudan Church Council Moves from Kenya to Southern Region","667 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Egypt Government to Bring 5,000 Mosques Under State Control","694 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Uganda Reshuffle Upsets Anglican Church","720 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Science and Health World Bank Boosts Efforts to Eradicate Killer Weed","507 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","South African Soldiers Held for Church Massacre","840 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Mozambique Official's Detainee Remark Criticized by Clergy, Lawyers, Politicians","507 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Africa-at-Large African Theologians Challenged on Inculturation","800 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Lesotho Controversial King Laid to Rest","880 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Zimbabwe Catholic Bishops Rap Mugabe Over Homosexual Row","654 words"," Africa News","","",
"All Africa Press Service February 5, 1996","","","Nigeria Muslim Leaders Criticized for Silence on Abiola","560 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Jon Swift","","","South Africa Davis Cup Event Helps Widen Tennis Appeal","1240 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Julian Drew","","","Africa-at-Large Cape Town Seen as Leader in Olympic Bid","1480 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Karen Harverson","","","Business South Africa's Offshore Rush Expected","227 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Karen Harverson","","","Business A Kick-Start for Small Businesses","294 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Leon Perlman","","","Business Lift off for South African Micro-Satellite","774 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Simon Segal","","","Business South Africa Sees Modest Rise in Private Investment","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Aspasia Karras","","","Business Unbundling South Africa's Large Enterprises","1347 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Lynda Loxton","","","Business South Africa Gets Bureaux de Change","680 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Gwen Ansell","","","Art and Culture Johannesburg Moves to a New Beat","1027 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Ruth Sack","","","Art and Culture Riddle of the Sleeping Sticks","1534 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Hazel Friedman","","","South Africa TV Gets a Makeover","1694 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Dirk Hartford","","","Business Labour Anger Surfaces at Labour Leader's Memorial","987 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by, Stefaans Brummer","","","Swaziland When Labour Took on the King, and Lost","1294 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Stefaans Brummer","","","Swaziland and South Africa Pretoria 'Won't Interfere'","560 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Mark Gevisser","","","Business South African Labour Leader Sam Shilowa: A Profile","2160 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Justin Pearce","","","South Africa Apartheid Still Rules in Rural Schools","1374 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Marion Edmunds","","","South Africa ANC Looks to De Klerk's Nats for Boost","800 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by David Beresford","","","South Africa Police Implicated in Widely Reported 1985 'Necklacing'","1427 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Vuyo Mvoko and David Beresford","","","South Africa Farrakhan's African Homeland Dream","534 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 2, 1996 by Rehana Rossouw","","","South Africa Admitted As An Attorney ... After a 20-year Wait","747 words"," Africa News","","",
"Post of Zambia February 8, 1996 by Masautso Phiri (Column)","","","Zambia The search at The Post on Monday night","694 words"," Africa News","","",
"Post of Zambia February 7, 1996","","","Zambia Government Arrests Editors and Prohibits Constitutional Debate","800 words"," Africa News","","",
"Post of Zambia February 8, 1996 by Sipo Kapumba","","","Business Zambia's Infrastructural Problems Plague Tourist Industry","320 words"," Africa News","","",
"Post of Zambia February 8, 1996 by Joe Kaunda","","","Zambia Editors' Arrest Sparks Protest by U.S. Group","547 words"," Africa News","","",
"Observer(Banjul) January 23, 1996 by Fatmata Jallow","","","The Gambia/U.S. NDI Withdraws Its Staff","974 words"," Africa News","","",
"The Observer (Banjul) January 21 1996 by M.L. Drammeh","","","U.S. and Gambia "Roots" festival for African-Americans","574 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Mark Gleeson","","","South Africa Soccer: Now For The Real Challenge","907 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Julian Drew","","","South Africa Olympic Balancing Act For Games Committee","1174 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Jacquie Golding-Duffy","","","South Africa Telkom's Gargantuan Task","1054 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Simon Segal","","","Business South Africa's Satellite Battle Unfolds","694 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Madeleine Wackernagel","","","Business South Africa's Debt Fears Provoke Debate","787 words"," Africa News","","",
"","","","Business Dissension in Info Technology Ranks Mail and Guardian (Johannesburg) February 9, 1996 (19960209) by Leon Perlman","614 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Karen Harverson","","","Business South Africa To Face A Cola War","600 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Lynda Loxton","","","Business Africa takes its place on the mining map","760 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Simon Segal","","","South Africa Licensed to Gamble, But Who Gets the Spoils?","774 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Madeleine Wackernagel","","","Business South Africa Warmly Welcomed at Investors' Forum","387 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 By Karen Harverson","","","Business Facelift For South African Tourism","1720 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Gaye Davis","","","South Africa How Well Is Parliament Doing Its Work?","387 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Stefaans Brummer","","","Africa-at-Large No Peace For Africa's Press","707 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Marion Edmunds","","","South Africa ANC Muscles in With a Referendum","880 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996","","","South Africa Launch Confusion Upsets SABC Advertisers","1067 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996 by Nicole Fritz","","","South Africa The Critics' Thumbs-Up for the 'New' SABC","387 words"," Africa News","","",
"Mail and Guardian (Johannesburg) February 9, 1996","","","South Africa Glittering Launch for SABC TV","1427 words"," Africa News","","",
"Africa News Service February 10, 1996","","","South Africa (DOCUMENT) Opening Address to Parliament by President Nelson Mandela","7734 words"," Africa News","","",
"The Truth and Reconciliation CommissionFebruary 9, 1996","","","South Africa (DOCUMENT) Truth and Reconciliation Commission Makes Appointments","480 words"," Africa News","","",
"Post of Zambia February 9, 1996 by Henry Chipewo","","","Zambia "Kids at work" now in charge of road repairs","707 words"," Africa News","","",
"Post of Zambia February 9, 1996 by by Kunda Mwila","","","Zambia Prosecutors Want Post Editors in Jail","267 words"," Africa News","","",
"Post of Zambia February 9, 1996 b y Masauso Lungu","","","Zambia Government Justifies Editors' Arrest","640 words"," Africa News","","",
"Post of Zambia February 9, 1996 by Staff Reporters","","","Zambia Another Raid on the Post","800 words"," Africa News","","",
"Panafrican News Agency March 11, 1996","","","Zaire Poachers Shoot Three of Remaining White Rhinos","187 words"," Africa News","","",
"Panafrican News Agency March 12, 1996 by Munkeni Lapess, PANA Correspondent","","","Zaire Inflation Falls","147 words"," Africa News","","",
"Panafrican News Agency March 12, 1996","","","Zimbabwe Money Market Rates To Firm","294 words"," Africa News","","",
"Panafrican News Agency March 12, 1996","","","Zimbabwe Tourism Sector Grows","600 words"," Africa News","","",
"Panafrican News Agency March 4, 1996 by Paul Ejime, PANA Staff Correspondent","","","Africa-at-Large African Capital Markets Forum Postponed","280 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Paul Ejime, PANA Staff Correspondent","","","Nigeria Call for New Energy Policy","574 words"," Africa News","","",
"Panafrican News Agency March 4, 1996","","","Senegal Journalists Learn About Desertification","174 words"," Africa News","","",
"Panafrican News Agency March 4, 1996","","","Tunisia Pollution Control Launched In Coastal Areas","280 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Terence Sessay, PANA Correspondent","","","Liberia Monrovia in Sanitation Crises As Liberians Fail to Disarm","347 words"," Africa News","","",
"Panafrican News Agency March 4, 1996 by Peter Masebu, PANA Staff Correspondent","","","Ethiopia Academic Highlights Peasants' Role in Environment","827 words"," Africa News","","",
"Panafrican News Agency March 11, 1996","","","Nigeria Lagos Under Threat Of Coastal Erosion","320 words"," Africa News","","",
"Panafrican News Agency March 11, 1996","","","Ethiopia Refugees Return","134 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Musengwa Kayaya, PANA Staff Correspondent","","","Zambia and South Africa Cooperation Accord Signed","520 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Paul Ejime, PANA Staff Correspondent","","","Nigeria Fuel Gas Scarcity Bites Harder In Lagos","374 words"," Africa News","","",
"Panafrican News Agency March 11, 1996","","","Africa-at-Large Conference on Children Opens In Harare","200 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Mildred Mulenga, PANA Staff Correspondent","","","Zambia Government Urged Not to Impose Candidates","454 words"," Africa News","","",
"Panafrican News Agency March 12, 1996 by Paul Ejime, PANA Staff Correspondent","","","Nigeria Privatisation of Ailing Parastatals to Wait","760 words"," Africa News","","",
"Panafrican News Agency March 12, 1996 by Ghion Hagos, PANA Staff Correspondent","","","Africa-at-Large Africa's Economy Grows Slightly","574 words"," Africa News","","",
"Panafrican News Agency March 12, 1996 by Segun Adeyemi, PANA Correspondent","","","Africa-at-Large U.N. Africa Development Drive For Launch Thursday","360 words"," Africa News","","",
"Panafrican News Agency March 12, 1996","","","United States and Africa Clinton Asks Eyadema to Help Resolve Liberian Crisis","147 words"," Africa News","","",
"Panafrican News Agency March 12, 1996 by Felix Njoku, PANA Staff Correspondent","","","United States and Africa Africa Begins To Matter To The United States","1347 words"," Africa News","","",
"Panafrican News Agency March 14, 1996","","","Liberia Fresh Fighting Erupts","227 words"," Africa News","","",
"Panafrican News Agency March 14, 1996","","","Burundi At Least 13 Killed In The South and Northwest","227 words"," Africa News","","",
"Panafrican News Agency March 14, 1996 by Moses Draku PANA Correspondent","","","Uganda Another Rebel Ambush In North","520 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Ali Idrissou Toure PANA Correspondent","","","Benin Court Rejects Postponement of Run-Off Polls","254 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Abdul Jalloh PANA Correspondent","","","Sierra Leone Country Gears up for Run-Off Election Friday","334 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Bouazza Ben Bouazza PANA Correspondent","","","Africa-at-Large Boxing: Boxers Prepare For Atlanta Olympics","640 words"," Africa News","","",
"Panafrican News Agency March 11, 1996 by Paul Ejime PANA Staff Correspondent","","","Africa-at-Large Olympic Meet Set in Nigeria","320 words"," Africa News","","",
"Panafrican News Agency March 8, 1996","","","Africa-at-Large Soccer: Togolese Teams in Three African Competitions","147 words"," Africa News","","",
"Panafrican News Agency March 4, 1996","","","Africa-at-Large Cross Country: 21 African Countries Vie For Championships","187 words"," Africa News","","",
"Panafrican News Agency March 4, 1996","","","Africa-at-Large Soccer: Ghana Beat Cameroon Olympics Qualifier","227 words"," Africa News","","",
"Panafrican News Agency March 8, 1996","","","Africa-at-Large Ethiopian Athletes Selected for Cross Country Tourney","200 words"," Africa News","","",
"Panafrican News Agency March 2, 1996 by Paul Ejime PANA Staff Correspondent","","","Africa-at-Large Soccer: Nigeria's Soccer League Defending Champs in Trouble","214 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Paul Ejime PANA Staff Correspondent","","","Africa-at-Large Soccer: Nigerian League Champions Risk Going to Jail","240 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Nigeria Prof. Ake Wins MLK Award","294 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Nicholas Ibewuike PANA Correspondent","","","Africa-at-Large World Bank To Lead UN Africa Development Fund Drive","427 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Ghion Hagos PANA Staff Correspondent","","","Africa-at-Large OAU Commends United Nations Initiative","427 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Zimbabwe Mugabe Now Sole Presidential Candidate","614 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by George Ola Davies PANA Correspondent","","","Africa-at-Large UNESCO Spells Role In Africa's Special Initiative","614 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Paul Ejime PANA Staff Correspondent","","","Africa-at-Large Volleyball: Kenya, Nigeria Play Russia, Amid Protest","494 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Zimbabwe Mugabe Now Unopposed","146 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Moses Draku, PANA Correspondent","","","Uganda Ugandans Mourn Rebel Victims","560 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Angola Savimbi May Not Take Vice-Presidency","227 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Olu Sarr PANA Staff Correspondent","","","Africa-at-Large Weekly Press Review","1107 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Africa-at-Large COMESA Enjoys Trade Cooperation","440 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by George Ola Davies PANA Correspondent","","","Africa-at-Large UNESCO Spells Role In Africa's Special Initiative","614 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Segun Adeyemi PANA Correspondent","","","Cameroon and Nigeria Peaceful Solution On Bakassi Favored","454 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Paul Ejime, PANA Staff Corresspondent","","","Nigeria Another Attempt On Democracy","1120 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Musengwa Kayaya, PANA Staff Correspondent","","","Zambia Kaunda Denies Training Mercenary Army","494 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Mildred Mulenga, PANA Staff Correspondent","","","Zambia Two Million Voters Ready For Zambia's Elections","467 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Benin Uncertainty Over Date For Run-Off Election","280 words"," Africa News","","",
"Panafrican News Agency March 15, 1996","","","Zimbabwe Mugabe Now Unoppsoed","146 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Nigeria Trans-Border Trade Stalled by Border Closure","467 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Burundi Police Arrest Newspaper Director","187 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Abdul Jalloh, PANA Correspondent","","","Sierra Leone President-Elect Kaba Assumes Office March 29","267 words"," Africa News","","",
"Panafrican News Agency March 15, 1996 by Tarcey Munaku and Ndaba Nyoni PANA Correspondent","","","Zimbabwe Presidential Election: A Vote To Uphold The Law","867 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Zimbabwe Mugabe Wins Presidential Elections","334 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Benin Kerekou Elected President","627 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Aminata Toure PANA Correspondent","","","Senegal Fishing Campanies Told To Comply With EU Standards","440 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Mildred Mulenga, PANA Staff Correspondent","","","South Africa 5.2 Billions Dollars Attracted in 1995","360 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Musengwa Kayaya PANA Staff Correspondent","","","Zambia Kwacha Continues To Depreciate","334 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Felix Njoku, PANA Staff Correspondent","","","Zambia Kwacha In the Doldrums","294 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Paul Ejime PANA Staff Correspondent","","","Nigeria Stocks In Moderate Trading","507 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Zimbabwe Foreigners Invest Over One Billion","427 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Ghion Hagos, PANA Staff Correspondent","","","Ethiopia $ 67.7 Million Earned in Hides and Skins","174 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Musengwa Kayaya PANA Staff Correspondent","","","Zambia Chiluba Orders Sale Of Council Houses","400 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Ghana Expert Predicts Hard Times In 1996","920 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Musengwa Kayaya, PANA Staff Correspondent","","","Zambia Manufacturing Industry Declines","387 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Africa-at-Large Trans-Border Trade Stalled By Border Closure","467 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Africa-at-Large G-15 Countries Set Up Committee To Promote Trade","614 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Yahia El Hassan, PANA Staff Correspondent","","","Sudan Date Palms Boost Food Self-sufficiency Drive","840 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Burundi Police Arrest Newspaper Director","187 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Abdul Jalloh PANA Correspondent","","","Sierra Leone President-Elect Kaba Assumes Office March 29","267 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Tarcey Munaku and Ndaba Nyoni PANA Correspondent","","","Zimbabwe Presidential Election: A Vote To Uphold The Law","867 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Zimbabwe Mugabe Wins Presidential Elections","334 words"," Africa News","","",
"Panafrican News Agency March 19, 1996","","","Benin Kerekou Elected President","627 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Aminata Toure PANA Correspondent","","","Senegal Fishing Campanies Told To Comply With EU Standards","454 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Adamu Lawal Toro PANA Correspondent","","","Nigeria and South Africa Nigerian Envoy Allays Fears Of S. African Bizmen","480 words"," Africa News","","",
"Panafrican News Agency March 19, 1996 by Mildred Mulenga PANA Staff Correspondent","","","South Africa 5.2 Billions Dollars Attracted In 1995","400 words"," Africa News","","",
