"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Ghana Focus (Accra)","","","Ghana;Air Traffic Controllers' Strike Drags On","217 words"," Africa News","","",
"Ghana Focus (Accra)","","","Science and Health;Ghana's Health Ministry Says More People Will Die Of AIDS","122 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Kalashnikov, Father Of AK-47, Targets SA For A Visit","244 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Phone Price Hike Hits The Poor- Unions, Business Slam Telkom","475 words"," Africa News","","",
"Blackman Ngoro, Cape Argus (Cape Town)","","","South Africa;Two Cops Wage Lonely War On Drug Couriers At Cape Town Airport","566 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","South Africa;Public Works To Shed 5 000 Jobs In Next Five Years","283 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;EU Must Waive Tariffs On Fruit, Urges Task Team","399 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Even Macho Killers Want Forgiveness - Ex-Soldier Tells TRC","665 words"," Africa News","","",
"Lindsay Barnes and Cecilia Russell, Cape Argus (Cape Town)","","","South Africa;Legal Prostitution On Cards For W Cape","402 words"," Africa News","","",
"Yvonne Pele, Post of Zambia (Lusaka)","","","Zambia;DEC Arrests Tanzanian Opium 'Dealer'","207 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Don't Evict 'Plotters' Families, Says ZIMT","510 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Chiluba To Set Up Institute","155 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Chiluba DNA Test Ruling Set For November 11","200 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Police Killed Riot Detainee","741 words"," Africa News","","",
"Mukalya Nampito and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;It's A Passing Phase, Says Mung'omba","1165 words"," Africa News","","",
"United Nations","","","Southern Africa;Forum On Poverty Eradication In Southern Africa Concludes;","385 words"," Africa News","","",
"United States Information Agency","","","Libya; Ambassador Richardson's Remarks On Libya","505 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; U.S. Welcomes Kenyan Parliament Action","145 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;2 Million Birr Raised for Axum Obelisk Return Celebration","348 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;"There are Outside Forces who Wish to see Ethiopia Dismantled"","305 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;The Man who Invented Tourism in Ethiopia","1192 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sports - General;Ethiopian Boxers Participate in Tunisia","157 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","East Africa;PM's Visit to Rwanda Furthers Cooperation","251 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Immunization, Peace Conference Points Out Rotary's Role in Africa","327 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Alleged Terrorists Arrested for Bombing","102 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopia Reduces Petrol Price","196 words"," Africa News","","",
"Professor Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;An Historic Photograph","288 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;MA Thermoplastic Factory Wins First Prize in Small Scale Industry;Category","330 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Notes Significant Trade In Wheat","225 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;ACP Summit To Issue Libreville Declaration","264 words"," Africa News","","",
"Panafrican News Agency","","","Algeria;UNESCO Director Dismayed By Sentencing Of Algerian Journalist","144 words"," Africa News","","",
"Panafrican News Agency","","","Ethiopia;Ethiopia Gets About 20 Million Dollars Japanese Grant","112 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Eight Germans Tourists Killed In Road Accident","136 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Uganda Says Most African Governments Corrupt","236 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Africa: Weekly Press Review","426 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;ACP States Adopt Guidelines For New Deal With Europe","577 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Eradicating Poverty Must Be Central To ACP-Europe Negotiations","281 words"," Africa News","","",
"Panafrican News Agency","","","Sierra Leone;Precarious Food Situation In Sierra Leone","268 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","West Africa;Guinean Minister Optimistic On Sierra Leone Peace Plan","352 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Developing Nations In Search Of Common Approach","596 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Angolan Elected Chairman Of African Skating Confederation","200 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundi Bank Governor Opposes To Money Printing","114 words"," Africa News","","",
"Panafrican News Agency","","","Comoros;O.A.U. Condemns Anjouan Secessionists As Bad Precedent","410 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Sierra Leone;Malu Accuses Junta Of Using Peace Deal For Sinister Purposes","261 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Barbados To Host ACP Ministers In 1998","316 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1452 words"," Africa News","","",
"Landiwe Dlamini, African Eye News Service (South Africa)","","","Science and Health;Elephant Herd Killed By Freak Lightening Strike","301 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Architect Of Motheo's Illegal Contract Liable To Escape Punishment","543 words"," Africa News","","",
"Landiwe Dlamini, African Eye News Service (South Africa)","","","South Africa;Flagship Game Reserve Opens To Public Over Christmas","197 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Archaeological Excavation Under Way In Axum","154 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Court Hears Charges Against Former Officials","423 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Summit To Seek Ways Of Furthering Lome Convention","282 words"," Africa News","","",
"a Staff Reporter, Ethiopian News Agency","","","Ethiopia;Police Say Terrorist Gang Network Dismantled","316 words"," Africa News","","",
"Eric Shimoli And Kipkoech Tanui, The Nation (Nairobi)","","","Kenya;Changes In Titles","809 words"," Africa News","","",
"Patrick Mayoyo And Maina Mwaniki, The Nation (Nairobi)","","","Business and Finance;Government Accused Of Flouting Pact","513 words"," Africa News","","",
"Peter Angwenyi, The Nation (Nairobi)","","","Sports - General;3 Kenyan Athletes Picked For AAAC Top Level Training","247 words"," Africa News","","",
"Kathleen Openda And PPS, The Nation (Nairobi)","","","Kenya;Reforms Bills Signed Into Law","646 words"," Africa News","","",
"Alfred Onditi And Moses Radoli, The Nation (Nairobi)","","","Kenya;Bishops Say IPPG Package Inadequate","800 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","Science and Health;Council Water Not Responsible For Stomach Flu","268 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Minister Commissions Baati","217 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Forty Ugandan Firms For Investor Award","274 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Business and Finance;Uganda: Billionaire Eyes Construction","373 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Uganda;Nakasongola Husbands Stop Wives Voting In LCs","259 words"," Africa News","","",
"Edson Bagada, New Vision (Kampala)","","","Uganda;Repeat Polls To Be Held By Tuesday","162 words"," Africa News","","",
"John Nzinjah, New Vision (Kampala)","","","Uganda;Five ADF Rebels Killed In Kasese","249 words"," Africa News","","",
"Emmy Allio and Ahmed Angulibo, New Vision (Kampala)","","","Uganda;W. Nile MPs To Meet Museveni","179 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Uganda;Army Completes Bombo Move","274 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;Muhwezi Petition Signed By 95 MPs","631 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Marriages Of Convenience Must Be Defined","1063 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Provinces' Name Changes, Too Little, Too Late","289 words"," Africa News","","",
"Joyce Hamba, Zimbabwe Standard (Harare)","","","Zimbabwe;'Where Is Our Money?' Commissioners Ask","442 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Hunzvi Won't Go Alone","811 words"," Africa News","","",
"Michael Kariati, Zimbabwe Standard (Harare)","","","Sports - Soccer;Who will be the 1997 Soccer Star of the Year?","933 words"," Africa News","","",
"Wachira Maina, The Nation (Nairobi)","","","Kenya;If Polls Must Be Postponed, Amend Constitution","1031 words"," Africa News","","",
"Philip Ochieng, The Nation (Nairobi)","","","Kenya;Let Us Seek Permanent Solutions To Calamities","1080 words"," Africa News","","",
"Peter Kimani, The Nation (Nairobi)","","","Arts and Entertainment;Africa's Top Musicians Come To Unique Plea For Peace","1247 words"," Africa News","","",
"Ciugu Mwagiru, The Nation (Nairobi)","","","Kenya;Meet A Globe-Trotting Don","1185 words"," Africa News","","",
"Sam Mwale, The Nation (Nairobi)","","","Kenya;Which Way For Our Agriculture?","1169 words"," Africa News","","",
"Robert Shaw (Commentary), The Nation (Nairobi)","","","Kenya;KWS Should be Held Accountable to the Public","982 words"," Africa News","","",
"Wachira Maina, The Nation (Nairobi)","","","Kenya;Who'll Now Watch The Rooks In Government?","1807 words"," Africa News","","",
"Kwendo Opanga, The Nation (Nairobi)","","","Kenya;Why Are KWS Donors Pulling Out?","1059 words"," Africa News","","",
"John Hammond, African Eye News Service (South Africa)","","","South Africa;Case Against Unintelligible Liberians Postponed","181 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Security Police Introduced Necklacing, Not Liberation Forces","441 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Ogwal Says Obote Paper Was Forged","332 words"," Africa News","","",
"Charles Opolot and Ndyakira Amooti, New Vision (Kampala)","","","Science and Health;Police Grabs Rats And Bats From Foreigners","419 words"," Africa News","","",
"Odrek Rwabwogo and Alfred Wasike, New Vision (Kampala)","","","Uganda;Declare Muhwezi's Assets, Mao Tells IGG","667 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1003 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Congo Brazzaville; UN Seeks Emergency Assistance For The Republic Of Congo","412 words"," Africa News","","",
"United Nations","","","Somalia; Assistance To Flood Victims Needs Support Of Faction Leaders","280 words"," Africa News","","",
"United Nations","","","Congo Kinshasa; S-G Welcomes 'Breakthrough' In Congo","358 words"," Africa News","","",
"United Nations","","","Africa-at-Large; United Nations Population Fund Opens Africa Meeting","455 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Livestock Culling Encouraged As El-Nino Affects Botswana","291 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Suspicious Boats Noticed Off Mozambican Coast","202 words"," Africa News","","",
"Nelson Magombo, PANA Correspondent, Panafrican News Agency","","","Malawi;Malawi Govt. To Authorise Second Private Radio","358 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Conflicting Views Emerge Over Comesa's Clearing House","487 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Mugabe In Tanzania for Party Congress","252 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Algerian Soccer Team Expected In Cannes Monday","246 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;ZSE In Multibillion Dollar Trade","531 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Kenya's President Moi Dissolves Parliament","217 words"," Africa News","","",
"Bouazza Ben Bouazza, PANA Correspondent, Panafrican News Agency","","","Sports - Soccer;Medenine Edges Sfaxien 2-1 In Surprise Win Of Tunisian 1st Div.","272 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Uganda Impounds Animals From British Researchers","308 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","West Africa;Nigeria To Absorb Displaced Gambian Students","218 words"," Africa News","","",
"Panafrican News Agency","","","Botswana;Masire To Retire in 1998","91 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;New Zealand Applies Visa Requirement For Zambians","132 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambique Voter Registration Starts","283 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission Identifies Slain 'Diamond Dealer'","569 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission to Hear from Faith Communities","658 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Under-20 Team To Play Malawi","409 words"," Africa News","","",
"Staff Reporters, Post of Zambia (Lusaka)","","","Zambia;Mung'omba Sjamboked","1415 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;ZCCM Now Hands Over Nchanga, Nkana Mines To Kafue Consortium","345 words"," Africa News","","",
"Staff Reporter, Post of Zambia (Lusaka)","","","Zambia;Luanshya Man Picked Up","406 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Kaunda Not Afraid Of Being Arrested","992 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Zesco Workers Threaten To Take Action","345 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Respect rights of women and children, says Sikazwe","327 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Deepening Crisis In Zambia (Editorial)","808 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;French Firms Seek Ties","92 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Uganda;UEB Boss Warns Of Daily Power Cuts","253 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda: CMBL Bidders Get Deadline","269 words"," Africa News","","",
"Edson Bagada, New Vision (Kampala)","","","Business and Finance;Congo Border Fee Riles Traders","126 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Kilembe For More Shares","287 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Bujagali Dam Debated","645 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Uganda;Angina Scoffs At ADF","173 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Uganda;Mbabazi Denies UK To Train UPDF","281 words"," Africa News","","",
"Grace Matsiko and Anne Mugisa, New Vision (Kampala)","","","Rwanda;Kategaya Defends RPF Invasion","309 words"," Africa News","","",
"Emmy Allio and Ahmed Angulibo, New Vision (Kampala)","","","Uganda;Museveni, MPs Talks Postponed","133 words"," Africa News","","",
"Hillary Nsambu, New Vision (Kampala)","","","Uganda;Journalists Case Set For Nov. 24","176 words"," Africa News","","",
"James Oweka, New Vision (Kampala)","","","Uganda;Salim Saleh Launches Foundation","207 words"," Africa News","","",
"Levi Ochieng, New Vision (Kampala)","","","Uganda;Information Bill In Cabinet Soon","372 words"," Africa News","","",
"Abdulgadir Kiragga, New Vision (Kampala)","","","Uganda;Kazibwe Back From Gabon","256 words"," Africa News","","",
"Asuman Nakendo, New Vision (Kampala)","","","Science and Health;Muslim Leaders Accept Condoms","218 words"," Africa News","","",
"Vision Reporters, New Vision (Kampala)","","","Uganda;IGG Refuses To Discuss Muhwezi","393 words"," Africa News","","",
"Muthui Mwai And Benedict Ng'etich, The Nation (Nairobi)","","","Kenya;Let's Fight Together, Says Raila","477 words"," Africa News","","",
"Eric, The Nation (Nairobi)","","","Business and Finance;Firms' Mystery","445 words"," Africa News","","",
"The Nation (Nairobi)","","","Sports - Soccer;Utalii's Hopes Jolted","695 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Building Blocks Of A New Kenya (Editorial)","370 words"," Africa News","","",
"Dan Elwana, Nation Correspondent, The Nation (Nairobi)","","","Kenya;Ugandan MPs Want Minister to Resign","402 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;5 More People Dead","1073 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Politicians Continue Shifting Alliances","680 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Religious Cult Threatens Mass Immunization Programme","227 words"," Africa News","","",
"Congress of South African Trade Unions (COSATU)","","","South Africa; Statement On TRC hearings On Business and Apartheid","3567 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update","680 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;Ten Workers Per Month Poisoned At Vanadium Mine","240 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Former ANC Secretary General Still Out In The Cold","359 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Press","","","South Africa;TRC Exhume Bodies Of MK Soldiers Killed By Security Forces","381 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;Scottish Companies Seek Investment In Mpumalanga","241 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Chespak Makes Crates For Copperbelt Bottlers","224 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Scrutinise Alien Gem Miners'","252 words"," Africa News","","",
"A Correspondent, Times of Zambia (Lusaka)","","","Business and Finance;Kapiri Glass Workers Still In The Dark","221 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Volkswagen Polo Classic Launched","384 words"," Africa News","","",
"Lawrence Mpundu, Times of Zambia (Lusaka)","","","Science and Health;Northmead's Chinese Surgery's Place To Be","909 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - General;Zambian Swimmers Mint 93 Medals","306 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambia Shocked","254 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;ZULAWU Bigwigs Under Fire Over Deal","416 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Bwana Mkubwa Mine Creates 100 Jobs","358 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Commission Rules On Zeawu Perks Row","198 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Amock Phiri Replaces LPF Leader Chongwe","227 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;K3bn Cocaine Hauled","332 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Detainees Complain Of Poor Conditions","286 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Norway Backs State Of Emergency","196 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Angola;Impasse Puts Off Refugees","290 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Look Into Our Plight Cry Blind","249 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 45 - Africa","1643 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Higher Taxes Loom","544 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Signature Stalls Project","597 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Swapo Says Rundu 'Poll Ban' Is 'Unconstitutional'","463 words"," Africa News","","",
"Absalom Shigwedha, The Namibian (Windhoek)","","","Namibia;Ex-Fighter Demos Drag On","320 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Namibia;Nujoma Launches Vote Campaign","333 words"," Africa News","","",
"Florence Bamanyaki, All Africa Press Service","","","Science and Health;How Safe Are Menopausal Therapies?","839 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;New Challenges For The African Church In The City","895 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Angola;Angola's UNITA Defiant As UN Implements Sanctions","1275 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Catholic Bishops Caution Kenyans On Elections","460 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Ugandan Graduates Fellowship To Mark 25 Years","433 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Kenyan Parliament Completes Historic Amendments To Constitution","804 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Churches Urge Sudanese Talks Parties To Seek Peace","400 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudan In New Spotlight As Us Imposes Embargo","809 words"," Africa News","","",
"All Africa Press Service","","","North Africa;Pope Condemns Violence In Algeria, Air Embargo On Libya","680 words"," Africa News","","",
"All Africa Press Service","","","East Africa;Heavy Floods Continue To Wreak Havoc In Horn, Kenya","591 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Sacrificing Phosa To Head Off Winnie (Editorial)","320 words"," Africa News","","",
"Ashley Smith, Cape Argus (Cape Town)","","","South Africa;Police Count Cost Of Pagad's Sea Point Demo","362 words"," Africa News","","",
"Argus Correspondent and Staff Reporters, Cape Argus (Cape Town)","","","South Africa;Prison's Shock Tactics - Electric Fence Plan To Cut Escapes","544 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","South Africa;Cosatu Demands Strong Team To Enforce Jobs Law","492 words"," Africa News","","",
"Johan Schronen and Dennis Cavernelis, Cape Argus (Cape Town)","","","South Africa;Fingerprints: New Scam In Major Cases","378 words"," Africa News","","",
"Lenore Oliver and Haneem Majiet, Cape Argus (Cape Town)","","","Business and Finance;SA Tourism Industry Is Predicting A Bumper Season","268 words"," Africa News","","",
"Ashely Smith, Cape Argus (Cape Town)","","","South Africa;Pagad Silent After Toefy Quits In Rift Over Strategy","227 words"," Africa News","","",
"Johan Schronen, Cape Argus (Cape Town)","","","South Africa;Thin Blue Line Gets Thinner","342 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;The Week in Brief","392 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Corruption Rife In CARE's Office In Nazareth, Employees Say","227 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Centenary Of Ethio-Djibouti Railway To Be Observed","182 words"," Africa News","","",
"Derese T/Wolde, Ethiopian News Agency","","","Ethiopia;Private Tannery Inaugurated","368 words"," Africa News","","",
"Asfaw Gemmeda, Ethiopian News Agency","","","Ethiopia;Minister Says Government Endeavors To Develop Information Services","610 words"," Africa News","","",
"Nelson Magombo, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Air Malawi Holds Safety Record","828 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Commonwealth Africa Fund Approves $16-Million For Projects","290 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Kenya Shilling Loses Further Ground","313 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Three African Chess Players For World Championships","181 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;The Dollar Improves Slightly In Tunis","151 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Ghana's Economy Not Export-Oriented","281 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Zimbabwe Brothers In World Top 100 Tennis Ranking","140 words"," Africa News","","",
"Panafrican News Agency","","","Botswana;Two People Escape Drowning In Gaborone Suburb Stream","317 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Mixed Reactions In Kenya To Dissolution Of Parliament","328 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Drab Trading On Ghana Stock Exchange","281 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Local Sugar Importers Cry Foul","296 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Kenya Announces Measures To Curb Spending","391 words"," Africa News","","",
"Jogn Mwaura, PANA Correspondent, Panafrican News Agency","","","Sudan;Sudanese Peace Talks Postponed to April","427 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;11 Persons Reported Dead In Market Fire","287 words"," Africa News","","",
"Paul Okolo, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Bearish Sentiments Still Rule Nigerian Stock Market","353 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;Liberia-ECOMOG Tussle Over Restructuring Of The Army","652 words"," Africa News","","",
"Panafrican News Agency","","","Congo Brazzaville;UN Seeks 17.7 Million Dollars Emergency Assistance For Congo","364 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Sithole Trial To Resume On November 24","234 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;CFA Franc Strengthens As Cedi and Kenya Shilling Decline","373 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Thousands Axed From Government Service","258 words"," Africa News","","",
"Panafrican News Agency","","","Botswana;Bureaucratic Bottlenecks Stifling Tourism In Botswana","165 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1547 words"," Africa News","","",
"Frederick Nyakabwa, New Vision (Kampala)","","","Uganda;ADF Kills 8 In Kabarole","186 words"," Africa News","","",
"Simon Peter Ekarot and Namayo Mawerere, New Vision (Kampala)","","","Uganda;Namboole To Open Jan 26","241 words"," Africa News","","",
"Edith Kimuli and Hillary Nsambu, New Vision (Kampala)","","","Uganda;Danze, URA Disagree On How To Sell Goods","345 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Declare All Assets! (Editorial)","516 words"," Africa News","","",
"Ndyakira Amooti, New Vision (Kampala)","","","Uganda;Ugandans Warned Of Imminent Floods","169 words"," Africa News","","",
"Justin Moro, New Vision (Kampala)","","","Uganda;Army Kills Eight Kony Rebels","389 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Movement Caucus To 'Meet Over Muhwezi'","184 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Moses Ali Denies UWA Loan","359 words"," Africa News","","",
"Yunusu Abbey and Edith Kimuli, New Vision (Kampala)","","","Uganda;Airlines Engineer Held On Terrorism","323 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Uganda;Mao Wants House Corruption Committee","228 words"," Africa News","","",
"The Nation (Nairobi)","","","Business and Finance;Stockbrokers And KBL Rights Shares (Editorial)","379 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Now Is The Time To Be Level-Headed (Editorial)","403 words"," Africa News","","",
"Kariuki Waihenya, The Nation (Nairobi)","","","Business and Finance;In Kenya Inflation Abates As Shilling Rises","378 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;All clear for Election '97","1075 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Mpumalanga Announces 10-Point Plan To Reform Tender Procedures","592 words"," Africa News","","",
