"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Cindy Shiner, Africa News Service","","","ANGOLAN DEATH TOLLS RISES DEPITE MOVES TOWARD PEACE","854 words"," Africa News","","",
"Reed Kramer, Africa News Service","","","South Africa Sanctions Bill Stuck in the U.S. Congress","1360 words"," Africa News","","",
"","","","CURRENCY EXCHANGE RATES","851 words"," Africa News","","",
"","","","BUSINESS","667 words"," Africa News","","",
"","","","EDUCATION/TRAVEL","3920 words"," Africa News","","",
"","","","EMPLOYMENT","5374 words"," Africa News","","",
"","","","VOLUNTEER OPPORTUNITIES","1120 words"," Africa News","","",
"","","","EXHIBITIONS/PROGRAMS","680 words"," Africa News","","",
"","","","PLANNING AHEAD","1974 words"," Africa News","","",
"","","","CALENDAR OF EVENTS","1334 words"," Africa News","","",
"AFRICA SOUTH & EAST, September 1993","","","BOTSWANA GETS A BAD CASE OF THE BLUES","1320 words"," Africa News","","",
"Anton Harber, THE WEEKLY MAIL AND GUARDIAN, November 12 to November 18,1993","","","A RIGHT TO CHALLENGE THE BUREAUCRATIC MONOLITH","1107 words"," Africa News","","",
"AFRICA SOUTH & EAST","","","Botswana Gets A Bad Case of the Blues","1320 words"," Africa News","","",
"Cindy Shiner, Africa News Service","","","Angolans Battle Unnoticed Hunger","1027 words"," Africa News","","",
"Tami Hultman, Africa News Service","","","Africa's New Entrepreneurs Bring Dynamism to Faltering Economies, Woo Investors","2187 words"," Africa News","","",
"","","","CURRENCY EXCHANGE RATES","2062 words"," Africa News","","",
"","","","BUSINESS","534 words"," Africa News","","",
"","","","EDUCATION/TRAVEL","3774 words"," Africa News","","",
"","","","EMPLOYMENT","5200 words"," Africa News","","",
"","","","VOLUNTEER OPPORTUNITIES","1027 words"," Africa News","","",
"","","","PUBLICATIONS","2214 words"," Africa News","","",
"","","","AFRICAN VISITORS TO THE U.S.","200 words"," Africa News","","",
"","","","EXHIBITIONS/PROGRAMS","1014 words"," Africa News","","",
"","","","PLANNING AHEAD","2507 words"," Africa News","","",
"","","","CALENDAR OF EVENTS","386 words"," Africa News","","",
"Bona Malwal, SUDAN DEMOCRATIC GAZETTE, December 1993","","","SOME SERIOUS REGIONAL INITIATIVES ON SUDAN","907 words"," Africa News","","",
"Zwelakhe Sislu, SUNDAY NATION, November 21, 1993","","","THE PRESS AND THE TRANSITION","1387 words"," Africa News","","",
"Ray Ekpu, NEWSWATCH, December 6, 1993","","","NOT FOR LOVE OF SOLDIERS","1200 words"," Africa News","","",
"Anton Harber, THE WEEKLY MAIL AND GUARDIAN, November 26 to December 2, 1993","","","EXPERIENCED TRIO LEAD SHREWD ANC CAMPAIGN","1334 words"," Africa News","","",
"Farouk Chothia, THE WEEKLY MAIL AND GUARDIAN, November 26 to December 2, 1993","","","IFP MAY FIGHT ELECTION WITHOUT BUTHELEZI","960 words"," Africa News","","",
"Storer H. Rowley * Chicago Tribune Company","","","SOMALIA PRESS INVASION BECOMES PART OF THE STORY Hordes of reporters brought their own reality to the Horn of Africa -- and took it away when they left.","1707 words"," Africa News","","",
